## This file was created at AspGD on Thu Sep 24 08:59:44 PDT 2009
Afu5g11810	ASPL0000062573	nudA
Afu7g01910	ASPL0000038366	AN9119
Afu1g11820	ASPL0000061760	AN1110
Afu7g03800	ASPL0000016918	AN4273
Afu5g08970	ASPL0000074975	AN4683
Afu1g13210	ASPL0000061970	furA
Afu4g03950	ASPL0000069608	metG
Afu4g11400	ASPL0000029451	AN5596
Afu2g03790	ASPL0000009805	AN3807
Afu3g06040	ASPL0000037782	AN2762
Afu8g00890	ASPL0000040710	AN9173
Afu6g11420	ASPL0000062004	AN10086
Afu6g08730	ASPL0000051671	AN10233
Afu4g08010	ASPL0000017649	AN3846
Afu5g12110	ASPL0000061292	AN0091
Afu5g00470	ASPL0000038526	AN2879
Afu3g15020	ASPL0000042679	AN2560
Afu2g03000	ASPL0000074335	AN4526
Afu5g08500	ASPL0000073455	AN4663
Afu2g05930	ASPL0000066107	AN7458
Afu3g06180	ASPL0000077623	AN4736
Afu2g01040	ASPL0000064853	AN7632
Afu3g10040	ASPL0000075187	AN4984
Afu5g08120	ASPL0000065370	AN7722
Afu4g13090	ASPL0000016964	AN4150
Afu2g08790	ASPL0000008062	AN6119
Afu3g10480	ASPL0000070555	AN4940
Afu5g13170	ASPL0000005844	AN6870
Afu6g14200	ASPL0000015741	AN10512
Afu5g06520	ASPL0000049052	AN2262
Afu5g00420	ASPL0000017553	AN3985
Afu6g07070	ASPL0000030810	AN5176
Afu2g16480	ASPL0000067544	AN10934
Afu7g04760	ASPL0000017844	AN10444
Afu4g00920	ASPL0000039117	AN3232
Afu3g07170	ASPL0000075757	AN11232
Afu1g05150	ASPL0000038618	AN2748
Afu8g00840	ASPL0000046410	AN8990
Afu6g02850	ASPL0000073605	AN8753
Afu3g05570	ASPL0000040300	AN3447
Afu2g14260	ASPL0000005981	AN6342
Afu5g14020	ASPL0000038866	mcnA
Afu5g11660	ASPL0000059928	AN0127
Afu1g11930	ASPL0000058612	AN1097
Afu5g03820	ASPL0000009589	snaD
Afu4g12000	ASPL0000013629	AN3636
Afu2g17130	ASPL0000068680	AN7252
Afu6g11030	ASPL0000051893	AN0592
Afu2g11370	ASPL0000006361	AN5876
Afu2g14600	ASPL0000050344	AN1798
Afu1g06220	ASPL0000013201	AN4233
Afu7g04080	ASPL0000031415	AN5698
Afu1g09460	ASPL0000051841	AN1343
Afu6g08340	ASPL0000018099	AN10487
Afu5g11690	ASPL0000054777	AN0129
Afu5g03240	ASPL0000010562	AN9461
Afu2g00310	ASPL0000066926	AN7777
Afu8g04110	ASPL0000043316	AN1427
Afu5g13620	ASPL0000007862	AN6913
Afu1g03680	ASPL0000014497	AN4024
Afu6g06730	ASPL0000026705	AN5742
Afu4g10330	ASPL0000050108	AN2002
Afu6g07620	ASPL0000047492	AN1911
Afu1g12000	ASPL0000061196	AN10164
Afu8g06440	ASPL0000073949	AN8657
Afu3g13260	ASPL0000035217	AN3186
Afu3g14250	ASPL0000046520	AN2509
Afu3g06510	ASPL0000076255	AN4767
Afu3g12750	ASPL0000038580	AN3118
Afu6g02210	ASPL0000044081	AN9007
Afu8g03930	ASPL0000043175	AN10202
Afu1g03090	ASPL0000061048	AN0294
Afu4g11230	ASPL0000031004	AN5612
Afu1g02150	ASPL0000055980	AN0351
Afu1g12650	ASPL0000057220	AN1050
Afu5g13510	ASPL0000003842	AN6906
Afu1g05120	ASPL0000037804	AN2738
Afu4g06840	ASPL0000077903	AN4398
Afu7g04330	ASPL0000028481	AN5674
Afu1g01180	ASPL0000037375	AN2648
Afu6g13790	ASPL0000027119	AN5400
Afu2g08910	ASPL0000008311	AN6063
Afu6g03870	ASPL0000000344	AN6624
Afu2g11350	ASPL0000007168	AN5878
Afu2g07940	ASPL0000003780	AN5838
Afu2g03980	ASPL0000017866	AN3790
Afu2g17490	ASPL0000044508	AN1877
Afu6g09040	ASPL0000045610	AN1772
Afu1g15930	ASPL0000062155	AN0929
Afu8g05220	ASPL0000043147	AN10210
Afu2g04150	ASPL0000033587	AN5220
Afu5g07780	ASPL0000065685	AN11008
Afu2g15140	ASPL0000012627	AN3888
Afu3g03450	ASPL0000068654	AN7359
Afu1g08760	ASPL0000056090	AN1403
Afu2g11190	ASPL0000007138	AN5894
Afu5g07570	ASPL0000069308	AN11009
Afu5g13710	ASPL0000065929	AN7407
Afu3g13880	ASPL0000031539	AN5321
Afu1g13310	ASPL0000054113	AN0671
Afu1g03620	ASPL0000015412	AN4050
Afu5g07320	ASPL0000035762	prpA
Afu6g13770	ASPL0000032367	AN5390
Afu4g04420	ASPL0000068936	AN7009
Afu6g09240	ASPL0000068818	AN7537
Afu1g16070	ASPL0000042978	AN9021
Afu3g07910	ASPL0000035245	AN2951
Afu1g15670	ASPL0000058805	tilA
Afu2g15650	ASPL0000065290	AN10996
Afu4g12320	ASPL0000009525	AN3661
Afu1g17520	ASPL0000030870	AN8317
Afu3g12180	ASPL0000070575	AN5052
Afu3g07015	ASPL0000071511	aspE
Afu3g12660	ASPL0000037790	AN3108
Afu2g12600	ASPL0000002092	AN6271
Afu2g12590	ASPL0000006261	AN6270
Afu6g08100	ASPL0000010621	AN3948
Afu1g10350	ASPL0000054462	AN1246
Afu6g11930	ASPL0000014589	AN7867
Afu1g01930	ASPL0000007633	AN6477
Afu2g05750	ASPL0000067984	AN7488
Afu2g15940	ASPL0000011154	AN10474
Afu1g13880	ASPL0000057096	AN0728
Afu6g07340	ASPL0000032270	AN5200
Afu2g03920	ASPL0000015398	AN3795
Afu6g04310	ASPL0000000865	AN6587
Afu4g12180	ASPL0000012720	AN3650
Afu5g02250	ASPL0000009073	AN8031
Afu4g07050	ASPL0000075113	AN4421
Afu8g04700	ASPL0000050749	AN10207
Afu2g00220	ASPL0000017306	AN3918
Afu2g05620	ASPL0000069736	AN7475
Afu2g04320	ASPL0000048165	AN1882
Afu1g16810	ASPL0000052316	AN0991
Afu5g12350	ASPL0000055511	AN0067
Afu3g01480	ASPL0000032591	AN8558
Afu1g03000	ASPL0000061647	AN0288
Afu5g06050	ASPL0000050336	AN2303
Afu2g12200	ASPL0000008277	pkaA
Afu6g09930	ASPL0000066335	napA
Afu2g12330	ASPL0000004820	AN6293
Afu1g06250	ASPL0000016713	AN4230
Afu3g13380	ASPL0000038744	AN3169
Afu4g06870	ASPL0000072685	AN4395
Afu7g04140	ASPL0000067356	AN7621
Afu8g04340	ASPL0000049837	AN1446
Afu6g12820	ASPL0000010103	mpkB
Afu2g08120	ASPL0000004647	AN5864
Afu2g02770	ASPL0000071477	AN4545
Afu5g06290	ASPL0000050991	AN2282
Afu5g01360	ASPL0000003794	AN6787
Afu1g09180	ASPL0000060179	AN1369
Afu2g04830	ASPL0000042148	AN2081
Afu6g04060	ASPL0000005870	AN6596
Afu3g05780	ASPL0000038700	lreA
Afu3g09550	ASPL0000036033	cmkB
Afu1g09530	ASPL0000052935	AN10181
Afu3g04170	ASPL0000055557	AN9403
Afu1g10630	ASPL0000052344	AN1222
Afu5g14420	ASPL0000057348	AN9361
Afu2g01170	ASPL0000064419	AN7657
Afu2g05710	ASPL0000069726	AN7483
Afu7g04900	ASPL0000054329	AN10152
Afu3g07080	ASPL0000076537	AN4814
Afu2g04200	ASPL0000047448	hpdA
Afu8g05160	ASPL0000051221	AN1511
Afu1g04920	ASPL0000058498	AN0414
Afu3g01920	ASPL0000031352	AN8415
Afu5g08960	ASPL0000071381	AN4684
Afu6g12770	ASPL0000013342	AN3716
Afu8g04000	ASPL0000042368	AN1409
Afu1g00750	ASPL0000063839	AN7282
Afu3g12310	ASPL0000071877	AN5013
Afu1g04770	ASPL0000059858	AN10089
Afu5g14330	ASPL0000038061	AN2682
Afu7g06420	ASPL0000008419	AN6753
Afu5g11260	ASPL0000059567	sreA
Afu3g13160	ASPL0000039623	AN3179
Afu6g07750	ASPL0000030698	AN5549
Afu4g04620	ASPL0000065328	AN10873
Afu5g06720	ASPL0000034169	AN2958
Afu7g00800	ASPL0000049629	AN2360
Afu8g02520	ASPL0000030816	AN8341
Afu1g17270	ASPL0000002997	AN6400
Afu1g13540	ASPL0000058407	AN0692
Afu3g01350	ASPL0000026763	AN8498
Afu3g05400	ASPL0000040290	AN3463
Afu1g06540	ASPL0000017162	AN3502
Afu4g04250	ASPL0000069622	AN7027
Afu8g01640	ASPL0000009631	AN8105
Afu2g17000	ASPL0000031873	AN5649
Afu3g10810	ASPL0000074263	AN4907
Afu1g15500	ASPL0000058767	AN0889
Afu5g14350	ASPL0000038903	AN2684
Afu4g09620	ASPL0000032475	AN5235
Afu5g10780	ASPL0000073187	AN4727
Afu1g14560	ASPL0000057206	AN0787
Afu7g06630	ASPL0000065546	AN7773
Afu1g17590	ASPL0000065031	plcB
Afu6g14610	ASPL0000057477	AN0711
Afu1g02710	ASPL0000059579	AN0303
Afu5g14190	ASPL0000037341	AN2664
Afu1g17470	ASPL0000060467	AN0399
Afu4g14230	ASPL0000031947	AN5284
Afu1g16270	ASPL0000052754	AN0942
Afu6g08330	ASPL0000015410	AN3930
Afu2g05550	ASPL0000064399	AN10943
Afu5g06300	ASPL0000045474	AN2281
Afu8g04050	ASPL0000046049	xprG
Afu7g01090	ASPL0000040627	AN3359
Afu2g05760	ASPL0000064843	AN7489
Afu2g04030	ASPL0000014427	AN3785
Afu3g07940	ASPL0000036808	AN2947
Afu4g07220	ASPL0000075827	AN4431
Afu3g05480	ASPL0000036696	AN3456
Afu4g06940	ASPL0000075127	AN4405
Afu4g12390	ASPL0000012996	AN3669
Afu6g07880	ASPL0000012058	AN4168
Afu3g01910	ASPL0000031272	AN5282
Afu6g10800	ASPL0000007926	AN6389
Afu2g11780	ASPL0000004200	creA
Afu2g07570	ASPL0000006102	AN5817
Afu4g02830	ASPL0000034199	AN3205
Afu6g02980	ASPL0000073575	AN8761
Afu1g06440	ASPL0000013189	AN4241
Afu1g13140	ASPL0000053122	fadA
Afu7g01990	ASPL0000033871	AN11166
Afu4g07720	ASPL0000071713	AN4473
Afu1g03560	ASPL0000018227	AN4056
Afu1g16980	ASPL0000058271	AN0633
Afu5g10480	ASPL0000044143	AN2327
Afu6g13750	ASPL0000039159	AN3208
Afu6g08350	ASPL0000012031	AN10492
Afu7g04350	ASPL0000027702	AN5672
Afu3g07410	ASPL0000017472	AN8152
Afu3g14380	ASPL0000044416	AN2521
Afu5g05540	ASPL0000075565	AN8863
Afu6g04740	ASPL0000008752	AN6542
Afu2g01690	ASPL0000016703	AN10530
Afu1g07660	ASPL0000026336	AN5108
Afu2g13850	ASPL0000044780	AN2425
Afu2g11070	ASPL0000004965	AN5903
Afu5g09350	ASPL0000071749	AN8821
Afu1g10810	ASPL0000058921	AN1195
Afu4g03200	ASPL0000065921	AN7181
Afu2g11560	ASPL0000006601	AN6182
Afu5g09300	ASPL0000040864	AN10338
Afu6g10010	ASPL0000043570	AN2122
Afu3g14000	ASPL0000044013	AN2490
Afu5g10070	ASPL0000014367	AN10471
Afu8g05170	ASPL0000049693	AN10213
Afu4g03630	ASPL0000068274	AN7146
Afu1g09800	ASPL0000060627	AN10170
Afu4g01500	ASPL0000046682	AN1643
Afu3g08030	ASPL0000036370	AN10361
Afu5g12210	ASPL0000060687	sfaD
Afu5g03910	ASPL0000011341	AN8248
Afu6g11460	ASPL0000056196	AN0505
Afu1g17090	ASPL0000052640	AN0625
Afu1g14520	ASPL0000028441	AN10660
Afu3g11930	ASPL0000040702	AN2858
Afu6g08380	ASPL0000017294	AN3926
Afu3g14150	ASPL0000044444	AN2505
Afu5g12790	ASPL0000005013	AN6844
Afu6g02490	ASPL0000072055	AN8709
Afu1g16710	ASPL0000051845	AN0981
Afu6g06500	ASPL0000031126	AN5778
Afu1g13020	ASPL0000053613	AN1023
Afu5g06660	ASPL0000042484	AN2251
Afu4g06160	ASPL0000074575	AN4323
Afu4g13830	ASPL0000055070	AN0489
Afu3g12700	ASPL0000040742	AN3113
Afu1g10480	ASPL0000061158	AN1231
Afu6g07320	ASPL0000032837	AN5198
Afu1g14670	ASPL0000062656	AN0808
Afu1g10890	ASPL0000061551	AN1186
Afu4g07200	ASPL0000072293	AN4408
Afu6g04640	ASPL0000006527	AN6555
Afu2g01000	ASPL0000065664	AN7626
Afu3g06660	ASPL0000077831	AN4779
Afu4g05880	ASPL0000076603	AN4298
Afu6g07410	ASPL0000027658	AN5208
Afu4g11510	ASPL0000028813	AN5586
Afu3g05540	ASPL0000034500	AN3450
Afu6g11330	ASPL0000056352	AN0564
Afu5g09260	ASPL0000055124	AN0243
Afu4g12650	ASPL0000015187	gcnE
Afu7g01230	ASPL0000040613	AN3375
Afu5g13780	ASPL0000064823	AN7640
Afu5g07110	ASPL0000042547	AN2219
Afu5g01850	ASPL0000009359	AN8066
Afu8g07200	ASPL0000007341	AN6442
Afu2g07350	ASPL0000003421	AN5799
Afu2g16660	ASPL0000066964	AN10924
Afu3g07180	ASPL0000076011	panK
Afu1g04520	ASPL0000059539	AN0434
Afu7g06110	ASPL0000007563	AN6751
Afu5g03920	ASPL0000013640	hapX
Afu6g10830	ASPL0000005337	pphA
Afu3g14230	ASPL0000050985	ampA
Afu1g10410	ASPL0000057020	uvsC
Afu1g10780	ASPL0000056788	AN1198
Afu6g04600	ASPL0000000623	AN6560
Afu5g12620	ASPL0000061685	AN0042
Afu1g05330	ASPL0000062551	AN0249
Afu1g12800	ASPL0000052596	AN1003
Afu2g02530	ASPL0000072181	AN4563
Afu5g08450	ASPL0000063335	AN7696
Afu7g04700	ASPL0000015133	AN3760
Afu3g08730	ASPL0000038640	AN3003
Afu6g10250	ASPL0000068498	AN7201
Afu1g16380	ASPL0000056816	AN0947
Afu2g15170	ASPL0000064007	AN7583
Afu3g11470	ASPL0000039345	AN2897
Afu8g04100	ASPL0000048961	AN1428
Afu1g06960	ASPL0000028703	AN5162
Afu6g10370	ASPL0000048687	AN2457
Afu2g16490	ASPL0000065105	AN10929
Afu7g01810	ASPL0000038694	AN11185
Afu2g13160	ASPL0000008519	AN6241
Afu1g02420	ASPL0000053530	AN0328
Afu5g08390	ASPL0000067138	sskA
Afu1g06230	ASPL0000017584	AN4232
Afu5g04210	ASPL0000016492	AN8273
Afu1g10450	ASPL0000055919	AN1233
Afu1g11440	ASPL0000062962	gle1
Afu3g06560	ASPL0000071079	AN9486
Afu3g07710	ASPL0000076731	AN4865
Afu3g06020	ASPL0000037065	AN2760
Afu6g04420	ASPL0000007106	AN9528
Afu6g08370	ASPL0000012960	AN3927
Afu8g02620	ASPL0000040029	AN10344
Afu2g08940	ASPL0000000183	AN6065
Afu6g09820	ASPL0000064467	AN7526
Afu2g13680	ASPL0000047422	AN2412
Afu8g04470	ASPL0000046420	AN1457
Afu1g17480	ASPL0000012275	AN8127
Afu4g06080	ASPL0000071019	AN4316
Afu4g12480	ASPL0000012984	AN3677
Afu1g16230	ASPL0000059475	AN0938
Afu3g11690	ASPL0000037016	AN2875
Afu2g13460	ASPL0000005149	amyE
Afu2g08640	ASPL0000008886	AN6137
Afu5g12170	ASPL0000061849	AN0085
Afu4g00560	ASPL0000068914	AN7156
Afu8g02630	ASPL0000050171	AN8891
Afu1g12930	ASPL0000062480	ganB
Afu4g13820	ASPL0000033903	AN3301
Afu1g02940	ASPL0000062523	bubA
Afu3g09070	ASPL0000034644	AN3037
Afu6g12640	ASPL0000009462	AN10438
Afu5g06710	ASPL0000050949	AN10282
Afu5g13180	ASPL0000004363	AN6869
Afu4g08340	ASPL0000050841	AN1722
Afu1g15070	ASPL0000053457	AN0848
Afu1g02120	ASPL0000062403	AN0353
Afu2g01010	ASPL0000068586	AN7625
Afu2g04290	ASPL0000049095	AN1884
Afu6g01900	ASPL0000075897	AN8660
Afu4g10130	ASPL0000043920	amyA
Afu2g09220	ASPL0000006033	AN6084
Afu3g12060	ASPL0000074279	AN5019
Afu1g09020	ASPL0000060741	sonA
Afu5g07250	ASPL0000046263	AN2232
Afu7g06510	ASPL0000008413	AN6761
Afu1g14870	ASPL0000060621	AN0827
Afu1g11690	ASPL0000062341	AN1120
Afu8g01190	ASPL0000030580	AN8405
Afu2g04310	ASPL0000043520	AN1883
Afu2g01790	ASPL0000075503	AN4650
Afu3g00900	ASPL0000040424	amyD
Afu4g06490	ASPL0000070447	AN4365
Afu6g07780	ASPL0000044877	AN1924
Afu6g01820	ASPL0000005524	AN6934
Afu4g09080	ASPL0000041955	msnA
Afu1g12770	ASPL0000057667	AN1001
Afu2g13190	ASPL0000028881	AN8477
Afu3g06060	ASPL0000038590	AN2764
Afu6g02740	ASPL0000078208	AN11115
Afu1g11490	ASPL0000054091	AN1148
Afu8g02570	ASPL0000048583	AN8898
Afu5g02790	ASPL0000080171	AN9506
Afu6g10340	ASPL0000049607	AN2467
Afu1g05560	ASPL0000018155	AN4080
Afu1g05580	ASPL0000009681	AN4082
Afu3g06820	ASPL0000072597	AN4792
Afu2g08700	ASPL0000002190	AN6124
Afu1g00490	ASPL0000010467	AN3639
Afu3g01010	ASPL0000009247	AN4111
Afu5g02740	ASPL0000012279	AN8119
Afu5g01160	ASPL0000009399	AN4277
Afu7g01290	ASPL0000039003	AN3371
Afu4g07130	ASPL0000071565	AN4414
Afu2g01950	ASPL0000078180	AN4576
Afu2g14880	ASPL0000064029	AN7559
Afu6g12600	ASPL0000012962	AN3693
Afu2g07630	ASPL0000004337	AN5821
Afu1g02110	ASPL0000054014	AN0354
Afu6g10460	ASPL0000043000	lagA
Afu6g12790	ASPL0000016027	AN10440
Afu2g05260	ASPL0000043584	AN2114
Afu7g03900	ASPL0000011781	AN4264
Afu3g11750	ASPL0000037705	AN2877
Afu3g07680	ASPL0000071633	ranGAP
Afu1g10980	ASPL0000060946	AN1176
Afu5g13640	ASPL0000008680	AN6915
Afu2g00130	ASPL0000016546	AN3535
Afu3g09230	ASPL0000066333	AN7521
Afu7g00350	ASPL0000028946	AN8346
Afu1g11920	ASPL0000053405	teaC
Afu8g02280	ASPL0000042992	AN9013
Afu3g11100	ASPL0000075377	AN10609
Afu4g08910	ASPL0000051487	AN1669
Afu3g11710	ASPL0000036251	lysA
Afu4g07570	ASPL0000070959	AN4471
Afu2g04000	ASPL0000015404	AN3787
Afu8g01230	ASPL0000039211	AN9129
Afu2g02180	ASPL0000072375	AN4598
Afu8g04880	ASPL0000047276	AN1491
Afu8g06450	ASPL0000077543	AN8656
Afu6g08010	ASPL0000010611	AN3956
Afu5g06280	ASPL0000046514	AN2283
Afu2g07550	ASPL0000005269	AN5815
Afu2g04400	ASPL0000042496	AN10235
Afu1g06980	ASPL0000029386	AN5164
Afu1g04410	ASPL0000061817	AN0458
Afu4g11980	ASPL0000012768	AN3634
Afu2g08300	ASPL0000004868	AN6170
Afu5g01870	ASPL0000017750	AN8064
Afu7g01670	ASPL0000041257	AN9140
Afu4g11870	ASPL0000026995	AN5531
Afu8g04570	ASPL0000041676	AN1466
Afu3g06830	ASPL0000076943	AN4793
Afu3g12640	ASPL0000036378	AN10353
Afu1g09470	ASPL0000059948	AN1342
Afu3g01360	ASPL0000031000	AN8499
Afu5g02430	ASPL0000013137	AN8014
Afu3g03930	ASPL0000058045	AN1087
Afu3g13390	ASPL0000034546	AN3168
Afu1g09280	ASPL0000056464	AN1358
Afu6g08910	ASPL0000048209	AN1751
Afu5g14270	ASPL0000038087	AN2674
Afu4g12900	ASPL0000017681	AN3588
Afu6g05140	ASPL0000007112	AN6506
Afu5g09550	ASPL0000076173	AN8806
Afu7g01410	ASPL0000038147	AN10404
Afu5g08850	ASPL0000072717	AN10580
Afu5g05510	ASPL0000076351	AN8865
Afu5g10280	ASPL0000044129	AN2335
Afu5g03020	ASPL0000011665	AN8176
Afu6g04920	ASPL0000003895	aciA
Afu6g14180	ASPL0000031060	AN5346
Afu2g10770	ASPL0000000199	AN5929
Afu6g02200	ASPL0000080227	AN8687
Afu1g14090	ASPL0000053485	AN0717
Afu1g08850	ASPL0000057583	aspD
Afu4g08870	ASPL0000008800	AN9441
Afu5g06760	ASPL0000043504	AN2245
Afu4g07060	ASPL0000071253	AN10552
Afu4g07930	ASPL0000017639	AN3854
Afu3g07040	ASPL0000075011	AN4810
Afu5g11330	ASPL0000053856	AN0168
Afu4g12450	ASPL0000016432	AN3674
Afu1g12120	ASPL0000052336	AN1079
Afu3g14570	ASPL0000029059	AN8389
Afu3g04130	ASPL0000057604	AN9400
Afu6g04510	ASPL0000009026	AN6569
Afu4g00370	ASPL0000034892	AN2829
Afu2g16620	ASPL0000064121	AN7321
Afu2g16320	ASPL0000060809	AN0739
Afu5g06770	ASPL0000048127	AN2244
Afu2g04535	ASPL0000047212	AN1864
Afu2g13600	ASPL0000000219	AN10800
Afu4g12170	ASPL0000011317	AN3649
Afu5g03760	ASPL0000012800	chiA
Afu4g08080	ASPL0000017659	AN3838
Afu7g04420	ASPL0000015159	AN3744
Afu3g08300	ASPL0000039105	AN2969
Afu5g09050	ASPL0000074269	AN4673
Afu7g05330	ASPL0000005568	AN6684
Afu2g04980	ASPL0000043110	AN2091
Afu4g04650	ASPL0000068332	AN10872
Afu5g12520	ASPL0000060156	tmpA
Afu5g10680	ASPL0000050326	AN2311
Afu5g02800	ASPL0000013113	sfgA
Afu3g14650	ASPL0000048727	AN2326
Afu2g16400	ASPL0000069068	AN7350
Afu8g05500	ASPL0000047008	csnD
Afu6g03670	ASPL0000006186	AN6643
Afu4g12760	ASPL0000017725	AN3600
Afu2g13300	ASPL0000004201	AN10795
Afu3g12330	ASPL0000037509	AN3085
Afu3g08120	ASPL0000037847	AN10349
Afu5g05880	ASPL0000075275	AN11126
Afu2g05070	ASPL0000050799	AN2100
Afu1g15130	ASPL0000055927	AN0871
Afu6g07090	ASPL0000031547	AN5178
Afu7g00440	ASPL0000076421	AN8726
Afu2g12030	ASPL0000002783	AN6214
Afu1g16850	ASPL0000060829	basA
Afu6g08450	ASPL0000012976	AN3919
Afu2g12790	ASPL0000013185	AN4098
Afu4g09170	ASPL0000057757	AN0218
Afu5g07090	ASPL0000046297	AN2216
Afu2g03370	ASPL0000074055	AN4495
Afu2g12480	ASPL0000001918	AN10804
Afu2g16750	ASPL0000044316	AN1711
Afu8g04150	ASPL0000051539	AN1423
Afu2g09240	ASPL0000006907	AN6086
Afu1g14530	ASPL0000056116	AN0783
Afu1g09290	ASPL0000053381	AN1357
Afu4g07820	ASPL0000014132	AN3865
Afu1g15400	ASPL0000053437	AN0880
Afu6g09770	ASPL0000045082	AN2611
Afu4g14040	ASPL0000036642	AN2646
Afu8g05610	ASPL0000044943	AN1551
Afu3g03820	ASPL0000046753	AN9010
Afu1g05170	ASPL0000037796	AN2746
Afu3g11640	ASPL0000040676	AN2882
Afu6g01840	ASPL0000075927	AN8636
Afu5g14530	ASPL0000035155	AN10384
Afu4g04110	ASPL0000068288	AN7031
Afu5g03360	ASPL0000015295	AN8204
Afu6g07080	ASPL0000027379	AN5177
Afu2g04440	ASPL0000043544	AN1875
Afu5g09390	ASPL0000076737	AN9480
Afu4g11140	ASPL0000030996	AN5620
Afu7g00730	ASPL0000008208	AN9490
Afu4g03640	ASPL0000064523	AN7145
Afu1g15780	ASPL0000062462	AN0912
Afu5g05930	ASPL0000077745	AN8834
Afu2g09840	ASPL0000000767	AN6032
Afu5g07520	ASPL0000068530	AN7772
Afu4g04710	ASPL0000069794	ptpA
Afu1g15330	ASPL0000062319	AN0873
Afu7g06700	ASPL0000064279	AN7364
Afu4g03800	ASPL0000069374	AN7131
Afu2g11240	ASPL0000008002	AN5888
Afu2g16630	ASPL0000067246	AN7320
Afu4g03990	ASPL0000064167	AN7047
Afu5g02920	ASPL0000011671	nmrA
Afu6g13600	ASPL0000032168	AN5438
Afu5g06800	ASPL0000051679	AN2241
Afu1g07610	ASPL0000029150	AN5113
Afu1g11950	ASPL0000055365	AN1096
Afu1g03910	ASPL0000012103	AN4045
Afu7g03980	ASPL0000017804	AN4259
Afu6g11390	ASPL0000056880	AN0558
Afu2g01920	ASPL0000040752	AN9157
Afu1g05060	ASPL0000039985	AN2733
Afu1g04950	ASPL0000057340	bimG
Afu3g08870	ASPL0000040201	AN3023
Afu2g02840	ASPL0000071497	AN4537
Afu1g03570	ASPL0000012954	AN4055
Afu1g14920	ASPL0000056842	AN0832
Afu3g11900	ASPL0000038300	AN2860
Afu1g09060	ASPL0000059615	AN1375
Afu1g07300	ASPL0000033814	AN5140
Afu7g04070	ASPL0000027243	AN5701
Afu6g11470	ASPL0000053180	sitA
Afu2g00800	ASPL0000042051	AN2569
Afu1g09610	ASPL0000051849	AN1327
Afu5g02550	ASPL0000009545	AN7997
Afu5g13080	ASPL0000007557	AN6858
Afu3g13110	ASPL0000034357	AN3141
Afu3g04160	ASPL0000052525	AN9402
Afu1g06630	ASPL0000028839	AN5705
Afu6g05240	ASPL0000002769	AN10822
Afu4g06970	ASPL0000075869	AN4407
Afu6g03840	ASPL0000002038	AN6628
Afu6g07910	ASPL0000014373	AN4171
Afu5g13090	ASPL0000002573	AN6857
Afu2g03270	ASPL0000072001	AN4504
Afu1g01160	ASPL0000031154	AN5655
Afu3g11330	ASPL0000040171	atfA
Afu4g13120	ASPL0000016342	AN4159
Afu1g09970	ASPL0000060185	AN1270
Afu1g04710	ASPL0000059529	AN0450
Afu4g09950	ASPL0000046916	AN2056
Afu3g05660	ASPL0000037389	AN10410
Afu3g09170	ASPL0000078150	AN4826
Afu3g04150	ASPL0000060745	AN9401
Afu5g02180	ASPL0000013431	cysB
Afu2g03480	ASPL0000076819	AN4484
Afu2g02960	ASPL0000072701	AN4530
Afu5g02340	ASPL0000010830	AN8027
Afu5g10580	ASPL0000048757	AN2318
Afu7g06050	ASPL0000006753	AN6741
Afu1g08900	ASPL0000053938	AN10185
Afu3g11400	ASPL0000040189	AN2903
Afu1g09560	ASPL0000057386	AN1335
Afu6g06370	ASPL0000029618	AN5790
Afu1g15510	ASPL0000055581	AN0888
Afu2g17480	ASPL0000039744	AN2821
Afu2g15730	ASPL0000046506	AN10267
Afu8g00600	ASPL0000017248	AN4177
Afu8g04810	ASPL0000048243	AN1485
Afu3g10680	ASPL0000073387	AN4921
Afu5g02470	ASPL0000009981	AN8009
Afu2g08990	ASPL0000001017	AN6067
Afu1g10920	ASPL0000056254	AN1188
Afu1g15880	ASPL0000057835	AN0924
Afu5g01190	ASPL0000008702	AN6673
Afu8g04210	ASPL0000042336	AN1433
Afu5g08570	ASPL0000072419	AN4717
Afu6g08590	ASPL0000017214	AN10485
Afu5g06740	ASPL0000044486	AN2247
Afu5g14490	ASPL0000046374	AN1481
Afu1g05850	ASPL0000010084	AN4105
Afu4g10380	ASPL0000048087	AN1997
Afu5g03930	ASPL0000042063	AN2470
Afu2g02050	ASPL0000073769	AN4583
Afu7g02280	ASPL0000041012	AN9085
Afu2g03230	ASPL0000077141	amyC
Afu1g08830	ASPL0000057068	AN10186
Afu3g04030	ASPL0000056918	AN9394
Afu6g11670	ASPL0000009158	AN4099
Afu5g09720	ASPL0000004769	AN6658
Afu8g05820	ASPL0000042310	AN1564
Afu1g11790	ASPL0000054482	AN1115
Afu6g02720	ASPL0000077183	AN8744
Afu4g04000	ASPL0000063487	AN7045
Afu2g08380	ASPL0000002464	AN6159
Afu2g03520	ASPL0000071691	AN4481
Afu4g10820	ASPL0000047761	AN1962
Afu1g15150	ASPL0000036784	amyG
Afu8g02210	ASPL0000042208	AN2200
Afu7g01280	ASPL0000035406	scaA
Afu6g02870	ASPL0000071703	AN11119
Afu2g13970	ASPL0000005371	AN6375
Afu1g12260	ASPL0000062145	AN1065
Afu4g03180	ASPL0000069550	brr6
Afu1g05440	ASPL0000010629	AN4068
Afu5g04130	ASPL0000014541	phoA
Afu5g13210	ASPL0000007547	AN6874
Afu1g13610	ASPL0000054285	AN0698
Afu6g04450	ASPL0000006503	AN6571
